Purchase Doc.Num.,Cal. Year/Month,Agreement No Purchas,Automation flag,Direct/Indirect,Material PO text,Material group,Mat.gr.Hier.lvl 1,Material,Vendor,Purchasing group,Catalog Type Ind.,Purchasing doc. type,Company Code,Country of Plant,Counter PO Items,PO Value in Target Currency,PO Net Value in Target Currency,PO Quantity,,,,,,,,,,,,,,,244
P1/2415209883,8.2024,4600022253,X,#,"AMMONIUMPERSULFAT        0025,00 KG BG01",97134325,01_IAP,442799,11348180,TCF,#,NB,1175,PR of China,1,"1,420.57","1,257.15","1,000 KG",,,,,,,,,,,,,,,
P1/2415210134,8.2024,4600012817,X,I,"SAFETY SPRAY SHIELD,180MM, 50M/ROLL",37060000,01_TGS,83932806,7428878,TCI,#,NB,1554,PR of China,1,"1,288.86","1,140.58",1 ROL,,,,,,,,,,,,,,,
P1/2415210216,8.2024,Not assigned,#,D,207E4 CARBON (SMALL BAG),99995000,01_IAP,#,11402197,TCD,F,NB,1554,PR of China,1,"31,336.95","31,336.95","10,000 EA",,,,,,,,,,,,,,,
P1/2415210355,8.2024,Not assigned,X,D,?b~ 450*450,20350103,01_IAP,#,7562825,TCD,C,ZAR,1554,PR of China,1,189.54,189.54,500 PCE,,,,,,,,,,,,,,,
P1/2415210413,8.2024,Not assigned,#,#,WOLTERSKLUWER ASIASERVICE FEE FOR CY2024,98200303,01_BSP,#,7396574,TCS,#,YK,1848,PR of China,1,"8,547.76","8,547.76",1 AU,,,,,,,,,,,,,,,
P1/2415210697,8.2024,Not assigned,#,I,V610CA29F2112 ASIASE,27200000,01_TGS,#,7005415,TCI,#,YK,1554,PR of China,1,"7,832.01","7,832.01",1 AU,,,,,,,,,,,,,,,
P1/2415211025,8.2024,Not assigned,#,I,??SIS ?BYPASS5;b,27230100,01_TGS,#,7418120,TFI,#,YK,1175,PR of China,1,"12,442.79","12,442.79",1 AU,,,,,,,,,,,,,,,
P1/2415211176,8.2024,Not assigned,#,I,VA10VA215ne,36419900,01_TGS,#,7559056,TCI,#,YK,1554,PR of China,1,"9,044.91","9,044.91",1 AU,,,,,,,,,,,,,,,
P1/2415211196,8.2024,Not assigned,#,I,DS71KA100ned,25149290,01_TGS,#,11327850,TCI,#,YK,1554,PR of China,1,"10,290.10","10,290.10",1 AU,,,,,,,,,,,,,,,
P1/2415211304,8.2024,Not assigned,#,I,MAITENANCE FEE FOR GC#3,32019900,01_TGS,#,7203646,TCI,#,YK,1554,PR of China,1,"6,247.95","6,247.95",1 AU,,,,,,,,,,,,,,,
P1/2415211331,8.2024,4600016946,X,D,ACETONE,39021201,01_STC,442489,1618107,TWD,#,NB,1105,Taiwan,1,"4,648.58","4,427.22","3,200 KG",,,,,,,,,,,,,,,
P1/2415211715,8.2024,Not assigned,#,I,"FILTER,CARTRIDGE,BAUER P61,#060037",36109201,01_TGS,63061970,7435610,TTI,#,NB,422,Thailand,1,"7,413.03","7,413.03",20 PCE,,,,,,,,,,,,,,,
P1/2415211803,8.2024,Not assigned,#,I,DIE PLATE 150 HOLES D=6MM 1.4980,36180000,01_TGS,58429892,7695770,TCI,#,NB,1554,PR of China,1,"30,355.96","26,863.68",1 PCE,,,,,,,,,,,,,,,
P1/2415211814,8.2024,Not assigned,X,D,ALPHAGAZ BLUE H2LES D=6MM 1.,26040810,01_TGS,#,7523013,TCI,C,NB,1554,PR of China,1,28.51,25.23,1 PCE,,,,,,,,,,,,,,,
P1/2415211814,8.2024,Not assigned,X,D,ALPHAGAZ BLUE H2LES D=6MM 1.49,26040810,01_TGS,#,7523013,TCI,C,NB,1554,PR of China,1,57.03,50.47,2 PCE,,,,,,,,,,,,,,,
P1/2415211847,8.2024,4600008495,X,D,~,20350103,01_IAP,72082,7562825,TCD,#,NB,1554,PR of China,1,49.19,43.53,"1,500 PCE",,,,,,,,,,,,,,,
P1/2415211907,8.2024,Not assigned,#,I,SIB IOBC 086 PLC ON-SITE SERVICE SUPPLIE,36040190,01_TGS,#,7835457,TCI,#,YK,1554,PR of China,1,"16,028.85","14,184.82",1 AU,,,,,,,,,,,,,,,
P1/2415211952,8.2024,Not assigned,X,D,DELIVERY FEE FOR COVESTRO ONLY,26040810,01_TGS,#,7523013,TCI,C,NB,1554,PR of China,1,213.86,189.26,1 PCE,,,,,,,,,,,,,,,
P1/2415211952,8.2024,Not assigned,X,D,N2t assigned2FOR C,26040810,01_TGS,#,7523013,TCI,C,NB,1554,PR of China,1,171.09,151.41,4 PCE,,,,,,,,,,,,,,,
P1/2415212150,8.2024,4600018486,X,#,"HYDROGEN PEROXIDE 35%    0030,00 KG DR01",97134325,01_IAP,442950,9531521,TCF,#,NB,1175,PR of China,1,803.97,803.97,90 KG,,,,,,,,,,,,,,,
P1/2415212207,8.2024,Not assigned,#,I,GAS DETECTOR_UNITE,27159098,01_TGS,#,7798659,TCI,#,YK,1848,PR of China,1,"30,385.97","30,385.97",1 LOT,,,,,,,,,,,,,,,
P1/2415212242,8.2024,Not assigned,#,I,V911TA91BA019UNITE35%   ,25049800,01_TGS,#,11393540,TCI,#,YK,1554,PR of China,1,"10,805.34","10,805.34",1 AU,,,,,,,,,,,,,,,
P1/2415212291,8.2024,4600018486,X,D,"AMMONIA HYDROXIDE 25%    0000,00 KG T01",38060102,01_I&E,440087,9531521,TCF,#,NB,1175,PR of China,1,"2,384.64","2,384.64","7,000 KG",,,,,,,,,,,,,,,
P1/2415212299,8.2024,Not assigned,#,I,VINYL-D4E,21000000,01_TGS,#,5103078,TTI,#,NB,422,Thailand,1,"5,906.19","5,906.19",10 KG,,,,,,,,,,,,,,,
P1/2415213109,8.2024,Not assigned,#,I,?????mk??,27390000,01_TGS,#,7196553,TCI,#,YK,1554,PR of China,1,"12,327.21","12,327.21",1 AU,,,,,,,,,,,,,,,
P1/2415213114,8.2024,Not assigned,#,#,2024 CPCIC,98200503,01_BSP,#,11248250,TCS,F,ZAR,1848,PR of China,1,"23,733.57","23,733.57",1 AU,,,,,,,,,,,,,,,
P1/2415213126,8.2024,4600008495,X,D,~ 149*350 SHIPPING PRODUCTION PP,20350103,01_IAP,87181236,7562825,TCD,#,NB,1554,PR of China,1,"3,482.44","3,081.80","50,000 PCE",,,,,,,,,,,,,,,
P1/2415213144,8.2024,Not assigned,#,#,COMPANY GET-TOGETHER 2024,98200601,01_BSP,#,11277240,TTI,F,ZAR,422,Thailand,1,"15,650.57","15,650.57",1 AU,,,,,,,,,,,,,,,
P1/2415213222,8.2024,Not assigned,#,I,HPt assign,23320000,01_TGS,#,11260955,TCI,#,YK,1554,PR of China,1,"5,660.46","5,340.05",1 AU,,,,,,,,,,,,,,,
P1/2415213604,8.2024,4600008495,X,D,~ 149*350 GHS BLANK PP,20350103,01_IAP,87181163,7562825,TCD,#,NB,1554,PR of China,1,102.34,90.57,"1,600 PCE",,,,,,,,,,,,,,,
P1/2415214118,8.2024,Not assigned,#,#,CHANGE MANAGEMENT SERVICE,98200812,01_BSP,#,6195671,TWI,#,YK,1105,Taiwan,1,"4,215.76","4,215.76",1 AU,,,,,,,,,,,,,,,
P1/2415214118,8.2024,Not assigned,#,#,ESTIMATED TRANSPORATION FEE,98200812,01_BSP,#,6195671,TWI,#,YK,1105,Taiwan,1,140.53,140.53,1 AU,,,,,,,,,,,,,,,
P1/2415214418,8.2024,4600016946,X,D,TOLUENE,39011102,01_STC,442039,1618107,TWD,#,NB,1105,Taiwan,1,"3,962.66","3,773.96","3,440 KG",,,,,,,,,,,,,,,
P1/2415214419,8.2024,4600016946,X,D,TOLUENE,39011102,01_STC,442039,1618107,TWD,#,NB,1105,Taiwan,1,"3,962.66","3,773.96","3,440 KG",,,,,,,,,,,,,,,
P1/2415214430,8.2024,Not assigned,#,I,AY31WA003 SPARE PARTS INSPECTION,36040102,01_TGS,#,8104871,TCI,#,YK,1554,PR of China,1,"4,526.59","4,526.59",1 AU,,,,,,,,,,,,,,,
P1/2415214438,8.2024,Not assigned,#,I,WASTE WATER METAL TEST~2025.12,25149290,01_TGS,#,11214283,TCI,#,YK,1554,PR of China,1,"6,296.21","6,296.21",1 AU,,,,,,,,,,,,,,,
P1/2415214474,8.2024,Not assigned,#,I,PVDF+FRP ned4ETAL TEST~,37060000,01_TGS,#,7436063,TCI,#,YK,1554,PR of China,1,"8,668.77","8,668.77",1 LOT,,,,,,,,,,,,,,,
P1/2415214493,8.2024,Not assigned,#,I,NIR a,27159098,01_TGS,#,6041709,TCI,#,YK,1554,PR of China,1,"6,017.62","6,017.62",1 SET,,,,,,,,,,,,,,,
P1/2415214507,8.2024,Not assigned,#,I,CPU PLCigned7ETAL,27230200,01_TGS,#,7804136,TCI,#,YK,1554,PR of China,1,"7,195.98","7,195.98",1 SET,,,,,,,,,,,,,,,
P1/2415214600,8.2024,Not assigned,#,I,"V210VE71F3161,VE31F3160/F31612O",27200000,01_TGS,#,7525628,TCI,#,YK,1554,PR of China,1,"11,566.87","11,566.87",1 SET,,,,,,,,,,,,,,,
P1/2415214687,8.2024,Not assigned,#,I,LAB W&M WORKSTATION - CHANGE REQUEST,32030000,01_TGS,#,11387956,TCS,F,ZAR,1848,PR of China,1,"15,824.11","15,824.11",1 AU,,,,,,,,,,,,,,,
P1/2415214961,8.2024,4600014048,#,I,?:?? 50MM*50MM,20360102,01_IAP,85847229,7209292,TCY,#,NB,1705,PR of China,1,"2,432.67","2,152.80",800 ROL,,,,,,,,,,,,,,,
P1/2415214977,8.2024,4600020913,X,D,?p7?^? 1180X980,20370402,01_IAP,80277394,8006144,TCY,#,NB,1705,PR of China,1,"1,067.21",944.43,"3,000 PCE",,,,,,,,,,,,,,,
P1/2415215006,8.2024,4600016946,X,D,ACETONE,39021201,01_STC,442489,1618107,TWD,#,NB,1105,Taiwan,1,"4,631.38","4,410.83","3,200 KG",,,,,,,,,,,,,,,
P1/2415216281,8.2024,Not assigned,#,I,PPH2222+FRP 19,37060000,01_TGS,#,7436063,TCI,#,YK,1554,PR of China,1,"2,477.64","2,477.64",1 SET,,,,,,,,,,,,,,,
P1/2415216298,8.2024,Not assigned,#,I,M2407 XENON AGING-BYD-CTI,25149290,01_TGS,#,7208626,TCS,#,YK,1848,PR of China,1,"5,030.56","5,030.56",1 AU,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,AIR CYLINDER SMC,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,231.15,231.15,2 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,BALL BEARING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,18.99,18.99,4 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,BEARING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,7.12,7.12,2 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,BEARING (6002 DDU),36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,4.75,4.75,2 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,BEARING (=6003 DDU),36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,9.49,9.49,4 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,BEARING 6004 LLU (6004 DDU),36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,5.22,5.22,2 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,"BEARING 6005 LLU ""NTN"" (6205 DDU)",36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,6.17,6.17,2 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,BEARING SHAFT,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,40.82,40.82,2 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,BRACKET,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,2,441.89,441.89,6 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,BUSHING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,15.19,15.19,16 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,CHAIN (#CA02_RS40-1-RP+80L-MC JR),36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,18.75,18.75,1 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,CHAIN GUIDE,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,2,239.22,239.22,10 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,CHAIN GUIDE PIN,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,119.61,119.61,28 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,CHAIN GUIDE RILLER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,60.28,60.28,2 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,CHAIN HOLDER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,162.33,162.33,6 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,CHAIN WITH ATTACHMENT SUS,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,"3,808.98","3,808.98",2 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,COLLAR,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,2,106.79,106.79,18 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,CUSHION,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,39.4,39.4,2 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,DISTANCE COLLAR,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,24.21,24.21,2 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,DUC WIRE BAND,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,15.19,15.19,4 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,DUCT HOSE,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,66.45,66.45,4 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,DUCT HOSE CUFF,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,12.34,12.34,4 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,GUIDE,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,68.82,68.82,5 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,GUIDE (WITHOU PIN HN-3210C),36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,262.48,262.48,14 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,HEATER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,192.7,192.7,2 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,HINGE PIN,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,37.97,37.97,4 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,HOLDER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,3,767.49,767.49,8 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,INSERT FOR COUPLING TSUBAKI,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,10.68,10.68,1 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,INSULATION,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,31.33,31.33,4 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,INSULATOR,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,178.46,178.46,2 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,ISOLATOR,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,126.25,126.25,4 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,LEAF SPRING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,36.55,36.55,14 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,LINEAR BUSHING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,173.72,173.72,4 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,LM GUIDE #AA17_SSR20XW2DD+1000L-2,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,"1,068.41","1,068.41",2 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,NYLON BELT,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,303.77,303.77,2 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,PIN,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,36.55,36.55,2 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,RUBBER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,20.88,20.88,2 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,SHAFT,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,3,421.48,421.48,12 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,SPRING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,3,90.18,90.18,10 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,SPRING HOLDER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,52.21,52.21,4 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,SPRING RECEIVER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,126.25,126.25,4 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,SPROCKET,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,3,202.2,202.2,5 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,STOP RING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,5,4.98,4.98,9 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,TEFLON SHEET SIZE:460X0.12TX1200MM. NO:5,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,158.53,158.53,4 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,TENSION BRACKET,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,67.87,67.87,1 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,TIMING BELT,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,108.22,108.22,1 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,TIMING PULLEY#CA14_HTPT26S8M250-A-Y37-Q4,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,98.73,98.73,1 PCE,,,,,,,,,,,,,,,
P1/2415216332,8.2024,Not assigned,#,I,WASHER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,2,40.34,40.34,6 MIXED UNITS,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,AIR CYLINDER SMC,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,231.15,231.15,2 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,BALL BEARING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,18.99,18.99,4 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,BEARING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,7.12,7.12,2 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,BEARING (6002 DDU),36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,4.75,4.75,2 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,BEARING (=6003 DDU),36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,9.49,9.49,4 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,BEARING 6004 LLU (6004 DDU),36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,5.22,5.22,2 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,"BEARING 6005 LLU ""NTN"" (6205 DDU)",36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,6.17,6.17,2 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,BEARING SHAFT,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,40.82,40.82,2 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,BRACKET,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,2,441.89,441.89,6 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,BUSHING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,15.19,15.19,16 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,CHAIN (#CA02_RS40-1-RP+80L-MCJR),36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,18.75,18.75,1 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,CHAIN GUIDE,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,2,239.22,239.22,10 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,CHAIN GUIDE PIN,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,119.61,119.61,28 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,CHAIN GUIDE RILLER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,60.28,60.28,2 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,CHAIN HOLDER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,162.33,162.33,6 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,CHAIN WITH ATTACHMENT SUS,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,"3,808.98","3,808.98",2 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,COLLAR,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,2,106.79,106.79,18 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,CUSHION,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,39.4,39.4,2 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,DISTANCE COLLAR,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,24.21,24.21,2 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,DUC WIRE BAND,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,15.19,15.19,4 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,DUCT HOSE,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,66.45,66.45,4 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,DUCT HOSE CUFF,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,12.34,12.34,4 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,GUIDE,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,68.82,68.82,5 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,GUIDE (WITHOU PIN HN-3210C),36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,262.48,262.48,14 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,HEATER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,192.7,192.7,2 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,HINGE PIN,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,37.97,37.97,4 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,HOLDER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,3,767.49,767.49,8 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,INSERT FOR COUPLING TSUBAKI,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,10.68,10.68,1 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,INSULATION,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,31.33,31.33,4 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,INSULATOR,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,178.46,178.46,2 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,ISOLATOR,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,126.25,126.25,4 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,LEAF SPRING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,36.55,36.55,14 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,LINEAR BUSHING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,173.72,173.72,4 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,LM GUIDE #AA17_SSR20XW2DD+1000L-2,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,"1,068.41","1,068.41",2 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,NYLON BELT,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,303.77,303.77,2 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,PIN,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,36.55,36.55,2 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,RUBBER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,20.88,20.88,2 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,SHAFT,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,3,421.48,421.48,12 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,SPRING,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,3,90.18,90.18,10 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,SPRING HOLDER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,52.21,52.21,4 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,SPRING RECEIVER,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,1,126.25,126.25,4 PCE,,,,,,,,,,,,,,,
P1/2415216347,8.2024,Not assigned,#,I,SPROCKET,36520000,01_TGS,#,5009616,TTI,#,YK,422,Thailand,3,202.2,202.2,5 PCE,,,,,,,,,,,,,,,
